N,epsilon,cpu_time,ram_bytes
1001,1.1333276057313173e-6,0.144991417,61316752
661,2.601745139796977e-6,0.045224334,27272720
469,5.174351575582868e-6,0.097593708,13611072
349,9.357957076929457e-6,0.011226917,7505248
271,1.554533280354922e-5,0.00290375,4550080
217,2.428863539083456e-5,0.002949708,3002048
177,3.658149693022099e-5,0.002566959,1996288
147,5.3155596584925295e-5,0.007997959,1376144
123,7.611856188326696e-5,0.00554075,955136
107,0.00010082092237447759,0.00098675,737712
91,0.0001398304759614339,0.00047625,548048
81,0.00017694366407722175,0.000444208,436528
71,0.00023105434571562295,0.000372708,331808
63,0.0002944449560275427,0.00027975,264736
57,0.0003608136598777492,0.0002035,221888
51,0.0004524199171240728,0.000320416,178352
45,0.0005838778401966053,0.00016125,144224
41,0.0007061076189813222,0.000161417,121760
39,0.0007821258670962466,0.000144125,109712
35,0.0009761371437008772,0.000131666,90704
33,0.0011013532841829025,0.000143,83152
29,0.0014363596477231862,0.000124084,66832
27,0.001664150581141754,0.000120708,58160
25,0.0019505806138179742,0.00010775,52144
23,0.002317570790143628,0.000109958,44592
21,0.0027982833415979287,0.000105709,39712
19,0.0034447814388145347,0.000103292,33296
17,0.00434250528516653,9.9834e-5,28848
15,0.00563942923302363,0.000101584,23504
13,0.0076095437288267904,0.000102,19760
11,0.010805208693310527,9.6e-5,15536
