N,epsilon,delta,cpu_time,ram_bytes
1001,0.007929588467162638,0.0037642401655885497,107.601372375,804969805432
661,0.003834223076022641,0.003751956607963121,36.986119791,351754708064
469,0.0021072997743826843,0.0037546106313700316,19.768168,177568967760
349,0.0017816460154391532,0.0037493331019392688,8.769740333,98675379792
271,0.004250386577438322,0.00374922999744621,6.177426833,59738991056
217,0.001604214758762237,0.0037563794540990876,3.651653625,38426778368
177,0.0022204845740602416,0.003753060216069389,2.785570333,25690651328
147,0.0036298378522124585,0.0037461490673979625,1.71380575,17812172784
123,0.0012281026831589294,0.0037499654295076426,1.440315834,12560920464
107,0.0026716217271111242,0.0037525844792626875,1.001792208,9580090784
91,0.002939736756631246,0.0037451823727440363,0.825123875,6975264864
81,0.003978520533754037,0.0037598951273812562,0.851343916,5573650928
71,0.003130288843801452,0.0037508368410793737,0.732706583,4316038432
63,0.0020211295555585184,0.003752753235935616,0.584610667,3437629712
57,0.000796262562463807,0.0037546245783968784,0.508187792,2847223856
51,0.002801939280497776,0.0037526079290645027,0.43513,2303218464
45,0.0014968921851121401,0.0037490763149742932,0.480561125,1844013920
41,0.00925629494481605,0.003750423069080595,0.409498708,1544810960
39,0.00243292289116719,0.003748693680229219,0.316665458,1405609584
35,0.0037973249489920706,0.003760983493563138,0.422110709,1162407184
33,0.0014487650880743836,0.003753732117082872,0.286927167,1045606032
29,0.0025802466975359136,0.00374732784340234,0.291500042,836003968
27,0.004483387663934656,0.0037431476211502476,0.223942833,740003024
25,0.0051096498609337565,0.003739571511974514,0.210763084,644002080
23,0.0028724078800064765,0.0037455656757051847,0.154591459,560801264
21,0.004673828402070803,0.003745539966739042,0.311141458,490400576
19,0.00822521179256288,0.003733287704491385,0.217383375,419999888
17,0.006168625007467395,0.0037392093737014993,0.299332625,349599200
15,0.003889830271359309,0.003758413709760661,0.119750416,290398624
13,0.002379799196573852,0.003748812035967441,0.1156355,229598032
11,0.004995500630183503,0.0037428757133082437,0.107998375,183197584
