beta,f_fb,f_ow
0.0001,0.9999998034338605,0.999999900462061
0.000503030303030303,0.999995027150265,0.9999974813278686
0.0009060606060606061,0.9999838698975414,0.9999918287004649
0.001309090909090909,0.999966336048639,0.9999829427844799
0.0017121212121212121,0.9999424302159331,0.9999708238472605
0.002115151515151515,0.9999121572506834,0.9999554722188586
0.0025181818181818183,0.99987552224248,0.9999368882920169
0.0029212121212121214,0.9998325305186742,0.9999150725221531
0.0033242424242424244,0.9997831876437954,0.9998900254273427
0.003727272727272727,0.9997274994189531,0.9998617475882992
0.00413030303030303,0.9996654718812262,0.9998302396483509
0.004533333333333334,0.9995971113030379,0.9997955023134194
0.004936363636363636,0.9995224241915156,0.9997575363519912
0.00533939393939394,0.9994414172878386,0.9997163425950916
0.0057424242424242425,0.9993540975665718,0.9996719219362542
0.006145454545454545,0.9992604722349839,0.9996242753314887
0.006548484848484849,0.9991605487323548,0.9995734037992472
0.006951515151515151,0.999054334729268,0.9995193084203884
0.007354545454545455,0.9989418381268887,0.9994619903381395
0.007757575757575757,0.9988230670562316,0.9994014507580561
0.008160606060606061,0.9986980298774114,0.99933769094798
0.008563636363636364,0.9985667351788842,0.9992707122379961
0.008966666666666666,0.9984291917766722,0.9992005160203852
0.009369696969696969,0.9982854087135782,0.9991271037495771
0.009772727272727273,0.998135395258386,0.9990504769420998
0.010175757575757576,0.9979791609050478,0.998970637176528
0.010578787878787878,0.9978167153718592,0.9988875860934286
0.010981818181818181,0.9976480686006217,0.9988013253953056
0.011384848484848486,0.9974732307557928,0.9987118568465413
0.011787878787878788,0.9972922122236223,0.9986191822733362
0.01219090909090909,0.9971050236112795,0.9985233035636483
0.012593939393939393,0.9969116757459627,0.9984242226671277
0.012996969696969698,0.9967121796740032,0.9983219415950522
0.0134,0.9965065466599515,0.9982164624202575
0.013803030303030303,0.9962947881856549,0.9981077872770696
0.014206060606060606,0.9960769159493215,0.9979959183612311
0.014609090909090908,0.995852941864574,0.9978808579298287
0.015012121212121213,0.9956228780594896,0.9977626083012167
0.015415151515151515,0.9953867368756311,0.9976411718549395
0.015818181818181818,0.9951445308670637,0.9975165510316525
0.016221212121212122,0.9948962727993625,0.9973887483330397
0.016624242424242423,0.9946419756486083,0.9972577663217306
0.017027272727272728,0.9943816526003707,0.9971236076212147
0.01743030303030303,0.9941153170486818,0.9969862749157541
0.017833333333333333,0.9938429825949993,0.996845770950294
0.018236363636363637,0.9935646630471566,0.9967020985303717
0.01863939393939394,0.9932803724183044,0.9965552605220228
0.019042424242424243,0.9929901249258392,0.9964052598516869
0.019445454545454547,0.9926939349903247,0.9962520995061096
0.019848484848484848,0.992391817234399,0.9960957825322448
0.020251515151515152,0.9920837864816741,0.9959363120371527
0.020654545454545453,0.9917698577556235,0.9957736911878976
0.021057575757575758,0.9914500462784618,0.9956079232114428
0.021460606060606062,0.9911243674700109,0.9954390113945445
0.021863636363636363,0.9907928369465604,0.9952669590836435
0.022266666666666667,0.9904554705197139,0.995091769684754
0.022669696969696968,0.9901122841952305,0.9949134466633524
0.023072727272727273,0.9897632941718513,0.9947319935442622
0.023475757575757577,0.9894085168401211,0.9945474139115397
0.023878787878787878,0.989047968781198,0.9943597114083537
0.024281818181818182,0.9886816667656549,0.9941688897368683
0.024684848484848487,0.9883096277522716,0.9939749526581197
0.025087878787878787,0.9879318688868175,0.9937779039918939
0.025490909090909092,0.987548407500826,0.9935777476166007
0.025893939393939393,0.9871592611103599,0.9933744874691471
0.026296969696969697,0.9867644474147685,0.9931681275448083
0.0267,0.986363984295435,0.9929586718970973
0.027103030303030302,0.985957889814517,0.9927461246376315
0.027506060606060607,0.9855461822136776,0.9925304899359993
0.027909090909090908,0.9851288799128081,0.9923117720196241
0.028312121212121212,0.9847060015087442,0.9920899751736252
0.028715151515151516,0.9842775657739727,0.9918651037406792
0.029118181818181817,0.9838435916553304,0.9916371621208782
0.029521212121212122,0.9834040982726965,0.9914061547715858
0.029924242424242423,0.9829591049176758,0.9911720862072937
0.030327272727272727,0.9825086310522757,0.9909349609994728
0.03073030303030303,0.9820526963075752,0.9906947837764264
0.031133333333333332,0.9815913204823872,0.9904515592231387
0.03153636363636363,0.9811245235419118,0.990205292081123
0.03193939393939394,0.9806523256163862,0.9899559871482686
0.03234242424242424,0.9801747469997233,0.989703649278684
0.03274545454545454,0.9796918081481476,0.9894482833825409
0.03314848484848485,0.9792035296788214,0.9891898944259139
0.03355151515151515,0.9787099323684659,0.9889284874306208
0.03395454545454545,0.978211037151976,0.9886640674740598
0.03435757575757576,0.9777068651210287,0.9883966396890457
0.03476060606060606,0.9771974375226836,0.9881262092636429
0.03516363636363636,0.9766827757579808,0.9878527814410003
0.03556666666666667,0.9761629013805297,0.9875763615191794
0.03596969696969697,0.9756378360950936,0.9872969548509852
0.03637272727272727,0.9751076017561675,0.9870145668437939
0.03677575757575757,0.9745722203665529,0.9867292029593769
0.03717878787878788,0.9740317140759227,0.9864408687137275
0.03758181818181818,0.9734861051793858,0.9861495696768817
0.03798484848484848,0.9729354161160432,0.9858553114727394
0.03838787878787879,0.9723796694675387,0.985558099778885
0.03879090909090909,0.9718188879566083,0.9852579403264035
0.03919393939393939,0.9712530944456205,0.9849548388996973
0.0395969696969697,0.970682311935114,0.9846488013363011
0.04,0.9701065635623318,0.9843398335266947
