beta,f_fb,f_ow
0.0001,0.9999998034338605,0.999999900462061
0.00514949494949495,0.9994803728659242,0.9997361542632898
0.010198989898989898,0.9979699654822385,0.998965936976139
0.015248484848484848,0.995485125398555,0.9976917762183517
0.020297979797979798,0.9920478946979767,0.9959177243712667
0.025347474747474747,0.9876855299721794,0.993649337161312
0.030396969696969697,0.9824301751686084,0.9908936447221038
0.03544646464646465,0.9763184958352538,0.9876591153477464
0.0404959595959596,0.9693912802005183,0.9839556121984937
0.04554545454545455,0.9616930127748883,0.9797943432680909
0.0505949494949495,0.9532714263134981,0.9751878049674327
0.05564444444444445,0.9441770380360647,0.9701497197212721
0.0606939393939394,0.9344626759664763,0.9646949680132226
0.06574343434343434,0.9241830011336201,0.9588395153489265
0.0707929292929293,0.9133940311741311,0.9526003346377097
0.07584242424242424,0.9021526706042023,0.945995324519113
0.0808919191919192,0.8905162526897898,0.939043224182178
0.08594141414141414,0.8785420974516462,0.9317635252421553
0.0909909090909091,0.8662870899031768,0.9241763812513055
0.09604040404040404,0.853807282145008,0.9163025154276428
0.101089898989899,0.8411575224402466,0.9081631271878546
0.10613939393939394,0.8283911138784003,0.899779798068266
0.11118888888888889,0.8155595047132164,0.8911743976107297
0.11623838383838384,0.8027120119391048,0.8823689897788514
0.12128787878787879,0.7898955791605975,0.8733857404542197
0.12633737373737375,0.7771545693169022,0.864246826542505
0.1313868686868687,0.7645305923556557,0.8549743471957325
0.13643636363636363,0.7520623675121906,0.845590237629981
0.14148585858585858,0.7397856194477304,0.8361161859875628
0.14653535353535355,0.7277330071357514,0.826573553659755
0.1515848484848485,0.7159340840630782,0.816983299450729
0.15663434343434343,0.7044152880330435,0.8073659079258614
0.16168383838383837,0.693199958623195,0.7977413222485077
0.16673333333333334,0.6823083801597658,0.7881288817689467
0.1717828282828283,0.6717578479247687,0.7785472645879964
0.17683232323232323,0.6615627552078508,0.7690144352761268
0.18188181818181817,0.6517346987520102,0.7595475978871523
0.18693131313131314,0.6422826001174795,0.750163154364145
0.19198080808080809,0.6332128404986592,0.7408766683944354
0.19703030303030303,0.6245294065717152,0.7317028347307875
0.20207979797979797,0.6162340450218944,0.7226554539573851
0.20712929292929294,0.6083264234961273,0.7137474126424161
0.21217878787878788,0.600804295844399,0.7049906687840843
0.21722828282828283,0.5936636696489566,0.6963962424240197
0.22227777777777777,0.5868989741900673,0.6879742112715407
0.22732727272727274,0.5805032271572025,0.6797337111541836
0.23237676767676768,0.5744681985818753,0.6716829410845288
0.23742626262626262,0.5687845706397524,0.6638291727107138
0.24247575757575757,0.5634420921422243,0.6561787638982222
0.24752525252525254,0.5584297267087273,0.6487371761736013
0.25257474747474745,0.5537357937784516,0.6415089957467457
0.2576242424242424,0.5493481017816213,0.6344979578172271
0.2626737373737374,0.5452540729445676,0.6277069738618616
0.2677232323232323,0.5414408593479245,0.6211381615951848
0.2727727272727273,0.5378954499923386,0.61479287729168
0.27782222222222225,0.5346047687502312,0.6086717501583583
0.28287171717171716,0.5315557631948243,0.6027747184484931
0.28792121212121213,0.5287354843984913,0.5971010670118146
0.29297070707070705,0.5261311578813872,0.5916494659831141
0.298020202020202,0.5237302459683572,0.5864180103198142
0.303069696969697,0.5215205018775421,0.5814042599094458
0.3081191919191919,0.5194900159183179,0.5766052799799539
0.3131686868686869,0.5176272542197344,0.5720176815591135
0.31821818181818184,0.5159210904440972,0.5676376617439095
0.32326767676767676,0.5143608309644601,0.5634610435562862
0.32831717171717173,0.5129362340003459,0.5594833151780368
0.33336666666666664,0.511637523213762,0.5556996683745724
0.3384161616161616,0.5104553962683839,0.5521050359346982
0.3434656565656566,0.5093810288494371,0.5486941279711678
0.3485151515151515,0.5084060746311495,0.545461466944494
0.35356464646464647,0.5075226616634555,0.5424014212901221
0.35861414141414144,0.5067233856306831,0.5395082375464716
0.36366363636363636,0.5060013004129471,0.5367760708983729
0.3687131313131313,0.5053499063565998,0.5341990140669686
0.37376262626262624,0.5047631366339619,0.5317711244930747
0.3788121212121212,0.5042353420452435,0.5294864497762389
0.3838616161616162,0.5037612745875836,0.5273390513461812
0.3889111111111111,0.5033360700879256,0.525323026356907
0.39396060606060607,0.5029552301684201,0.5234325278064716
0.39901010101010104,0.5026146037855344,0.5216617828971196
0.40405959595959595,0.5023103685573367,0.5200051096612753
0.4091090909090909,0.5020390120677684,0.5184569318886186
0.41415858585858584,0.5017973133122741,0.5170117923982173
0.4192080808080808,0.5015823244261232,0.5156643647074253
0.4242575757575758,0.5013913528151828,0.5144094631559825
0.4293070707070707,0.5012219437889018,0.5132420515495163
0.43435656565656566,0.5010718637768581,0.5121572503914404
0.43940606060606063,0.500939084193418,0.5111503427761472
0.44445555555555555,0.5008217659998585,0.5102167790193932
0.4495050505050505,0.5007182449996571,0.509352180103974
0.45455454545454543,0.5006270178905265,0.5085523400201841
0.4596040404040404,0.5005467290860877,0.5078132270812425
0.4646535353535354,0.5004761583107697,0.5071309842938732
0.4697030303030303,0.5004142089635034,0.5065019288636292
0.47475252525252526,0.5003598972389606,0.5059225509133916
0.47980202020202023,0.5003123419893859,0.5053895114918201
0.48485151515151514,0.5002707553053797,0.5048996399464426
0.4899010101010101,0.5002344337902246,0.504449930733596
0.49495050505050503,0.500202750499419,0.5040375397346326
0.5,0.500175147514889,0.5036597801447361
