N,epsilon,cpu_time,ram_bytes
1001,1.3333330771018559e-7,0.031905917,61316752
661,3.060910766612934e-7,0.012766708,27272720
469,6.087607415538947e-7,0.006172125,13611072
349,1.1009802723463843e-6,0.00616275,7505248
271,1.828984503580714e-6,0.003179417,4550080
217,2.8577839084365176e-6,0.002487958,3002048
177,4.304380128055228e-6,0.002128333,1996288
147,6.2550239996810795e-6,0.001698458,1376144
123,8.958045885593117e-6,0.001229875,955136
107,1.1866409539297692e-5,0.00112125,737712
91,1.64605019194711e-5,0.001013916,548048
81,2.083268711955051e-5,0.001102584,436528
71,2.7209781951405505e-5,0.000848,331808
63,3.4684299608897515e-5,0.000276333,264736
57,4.251431545157587e-5,0.000176875,221888
51,5.332909850898611e-5,0.000141458,178352
45,6.886346195505615e-5,0.000147125,144224
41,8.332299487276825e-5,0.000148667,121760
39,9.232341067119455e-5,0.0001315,109712
35,0.0001153204494593546,0.000133875,90704
33,0.00013018309473122224,0.000143291,83152
29,0.00017002497385320807,8.7125e-5,66832
27,0.00019718075218643334,6.7584e-5,58160
25,0.00023140172719392536,8.3e-5,52144
23,0.0002753691454092223,6.1042e-5,44592
21,0.0003331679801907201,9.6875e-5,39712
19,0.00041127063909719247,5.3625e-5,33296
17,0.0005204297530140074,5.1375e-5,28848
15,0.0006795837837428145,3.3875e-5,23504
13,0.0009246511896821793,6.15e-5,19760
11,0.0013306916583143008,3.3834e-5,15536
