N,epsilon,cpu_time,ram_bytes
1001,1.3333330771018559e-7,0.175641976,60995024
661,3.0609107634681044e-7,0.044044121,26848016
469,6.087607415538947e-7,0.026768568,13610688
349,1.1009802717174185e-6,0.010550858,7504608
271,1.828984503580714e-6,0.005369869,4549248
217,2.8577839084365176e-6,0.002859786,3001792
177,4.304380128055228e-6,0.001916758,1996032
147,6.2550239996810795e-6,0.001493084,1376080
123,8.958045885593117e-6,0.001299062,955136
107,1.1866409539297692e-5,0.00222046,737712
91,1.64605019194711e-5,0.002436932,548048
81,2.083268711955051e-5,0.002755156,436336
71,2.7209781951405505e-5,0.000552715,331616
63,3.468429960858303e-5,0.000466825,264544
57,4.251431545157587e-5,0.000496515,221696
51,5.332909850898611e-5,0.000408024,178352
45,6.886346195474168e-5,0.000387774,143840
41,8.332299487276825e-5,0.000340024,121568
39,9.232341067119455e-5,0.000350793,109520
35,0.0001153204494593546,0.000335273,90320
33,0.0001301830947315367,0.000690456,82960
29,0.00017002497385320807,0.000371163,66448
27,0.00019718075218643334,0.000259793,57776
25,0.00023140172719392536,0.000268493,51952
23,0.0002753691454092223,0.000265582,44400
21,0.0003331679801907201,0.000249033,39328
19,0.00041127063909719247,0.000259522,32912
17,0.0005204297530140074,0.000300183,28656
15,0.0006795837837428145,0.000546066,23504
13,0.0009246511896821793,0.000256233,19760
11,0.0013306916583143008,0.000259082,15536
