N,epsilon,delta,cpu_time,ram_bytes
1001,0.0014581823355793474,0.001001934134345002,310.538754578,8048944048144
661,0.001726037227672847,0.001002096860085997,104.671170107,3517323519248
469,0.0003238525658349,0.001002744806554455,42.792829104,1775481778944
349,0.00041434619628280507,0.0010025716226695887,21.746790086,986360990784
271,0.0011138071687134333,0.0010019139293132072,14.08400409,596936601984
217,0.0015279298199625299,0.0010022334267875794,11.929614755,384200389680
177,0.001108987105603608,0.0010020548852729227,8.488881558,256840262640
147,0.002130603419534149,0.001001670645535487,5.797523746,178120184160
123,0.0004752059708689228,0.001002793073973476,11.058555046,125608131840
107,0.0006989165423900823,0.0010023637204770027,9.83469363,95800102160
91,0.0024636813092862404,0.0010005066876992291,10.176794961,69752076240
81,0.0018747585549779018,0.0010012387648793324,8.076576835,55672062240
71,0.001506101017991562,0.0010023333193842692,5.688529755,43096049744
63,0.0010519579406015958,0.0010020274409652985,4.523953069,34312041024
57,0.0023148352864908886,0.0010008813833960694,3.846531767,28408035168
51,0.0017806457645274415,0.0010012571505364843,4.18917896,23032029840
45,0.002567038529729961,0.001000479829786042,3.760873471,18312025168
41,0.002753681591495844,0.0010002104747473524,3.919385503,15384022272
39,0.003764502899254543,0.0009993949152166547,3.812171337,13992020896
35,0.0033092802455358737,0.0009996748163241022,3.080695723,11496018432
33,0.0030214043257430255,0.000999988181133007,3.621279664,10392017344
29,0.003751756844711947,0.000999295278632372,3.012722523,8232015216
27,0.0037699959336441355,0.0009993277421829212,4.477232565,7272014272
25,0.0041772854241649325,0.0009988112453883852,2.866277032,6376013392
23,0.0046004365524050204,0.0009983489659444393,2.852607045,5544012576
21,0.0054009041125428784,0.0009975661257043858,4.105944356,4776011824
19,0.006469417239106972,0.0009965147340994802,2.775224346,4072011136
17,0.006130620030584828,0.000996884310363789,2.670826277,3432010512
15,0.006639520230399983,0.0009962962696986038,3.800070707,2904010000
13,0.009217600020329227,0.0009936853971837581,2.504521187,2296009408
11,0.010222416280469087,0.0009926591521759853,2.439706845,1832008960
