N,epsilon,cpu_time,ram_bytes
1001,1.1333276057313173e-6,0.038426167,61316752
661,2.601745139796977e-6,0.015108708,27272720
469,5.174351575582868e-6,0.006497,13611072
349,9.357957076929457e-6,0.003802625,7505248
271,1.554533280354922e-5,0.003340917,4550080
217,2.428863539083456e-5,0.002453292,3002048
177,3.658149693022099e-5,0.002071084,1996288
147,5.3155596584925295e-5,0.001675042,1376144
123,7.611856188326696e-5,0.0011865,955136
107,0.00010082092237447759,0.001120792,737712
91,0.0001398304759614339,0.000967542,548048
81,0.00017694366407722175,0.001002584,436528
71,0.00023105434571562295,0.000825375,331808
63,0.0002944449560275427,0.000201375,264736
57,0.0003608136598777492,0.000242708,221888
51,0.0004524199171240728,0.000199125,178352
45,0.0005838778401966053,0.000143959,144224
41,0.0007061076189813222,0.000128666,121760
39,0.0007821258670962466,0.000116458,109712
35,0.0009761371437008772,9.6292e-5,90704
33,0.0011013532841829025,0.000113709,83152
29,0.0014363596477231862,9.7084e-5,66832
27,0.001664150581141754,8.1708e-5,58160
25,0.0019505806138179742,6.5292e-5,52144
23,0.002317570790143628,5.5959e-5,44592
21,0.0027982833415979287,5.9166e-5,39712
19,0.0034447814388145347,9.1834e-5,33296
17,0.00434250528516653,4.6875e-5,28848
15,0.00563942923302363,4.6583e-5,23504
13,0.0076095437288267904,7.7667e-5,19760
11,0.010805208693310527,6.3166e-5,15536
