N,epsilon,delta,cpu_time,ram_bytes
1001,0.012972286142611611,0.011801360065758765,8.026322,80525246472
661,0.01715126315598604,0.011836941894135863,3.546421375,35178628064
469,0.012032020614931367,0.011903272550055608,1.671495,17758487760
349,0.01315407672844639,0.011977710902706684,1.061366,9868419792
271,0.010294268150735609,0.011797120906086155,0.642925833,5974431056
217,0.008144269889307174,0.011923861484777793,0.4015765,3843018368
177,0.010811044709684263,0.011822818028436889,0.346630959,2569291328
147,0.01214596877857965,0.011847197479326691,0.214150208,1781372784
123,0.01696435690515754,0.011738897328334273,0.141346708,1256200464
107,0.007820877573330456,0.011889088028087422,0.09826475,958090784
91,0.016644938543626173,0.01172681341950795,0.102843666,697584864
81,0.02042056060969849,0.01192228979500438,0.072360458,557410928
71,0.020272491111770395,0.011845890870981346,0.082646541,431638432
63,0.013880639867803454,0.011799097745868544,0.09250075,343789712
57,0.01967157650561676,0.011906439250077644,0.088140458,284743856
51,0.012940492983045419,0.01182967123136313,0.066368917,230338464
45,0.01157981331511443,0.011809187609269084,0.045367208,184413920
41,0.0099652470470265,0.011936141402281416,0.020592084,154490960
39,0.006304851161411196,0.011875965929039565,0.05717225,140569584
35,0.008306412165836595,0.01183884245245296,0.018050958,116247184
33,0.0040559460218867315,0.011838067040998783,0.059802083,104566032
29,0.007223267795498813,0.01190390147345818,0.016230875,83603968
27,0.01508823264398613,0.011781890620558415,0.035952208,74003024
25,0.00891025352155135,0.01183699875274694,0.065419459,64402080
23,0.00589447284358752,0.01181877930709303,0.0261115,56081264
21,0.001831180268979905,0.011874180561246173,0.024518125,49040576
19,0.014549735439862977,0.011780294242098015,0.021252459,41999888
17,0.022254500814764922,0.011815264010585004,0.028980416,34959200
15,0.010134176872117819,0.011782842003588761,0.012927583,29038624
13,0.010740856818563356,0.011940346629220638,0.011655292,22958032
11,0.011298087479874812,0.011787449865682384,0.010622625,18317584
