N,epsilon,delta,cpu_time,ram_bytes
1001,0.00039486286372443535,0.0013884192801224232,93.74813725,804946437216
661,0.0012076360367246656,0.00139134741571417,71.412732458,351754708064
469,0.0008946793269653177,0.0013909437380914896,69.163270042,177568967760
349,6.901523294619347e-5,0.0013905395689412148,14.805674,98675379792
271,0.00032521890155302804,0.0013922899444395085,6.25391125,59738991056
217,0.0007853547820986508,0.0013917841764020033,4.385602625,38426778368
177,0.0009078672092323285,0.0013879042004797096,4.547141375,25690651328
147,0.0007553883678512117,0.0013858045578972538,5.161524917,17812172784
123,0.0003610139634973787,0.0013884045223690794,4.719095375,12560920464
107,0.0009288589209172158,0.0013844674599263929,3.738028959,9580090784
91,0.0007245150775441866,0.0013885641199319408,0.950384083,6975264864
81,0.0008671812177061868,0.0013849380791993052,0.931532417,5573650928
71,0.0015104051871101141,0.0013827287429632696,0.723862625,4316038432
63,0.001874635049409012,0.0013787677717179696,0.610145167,3437629712
57,0.0011310583074308127,0.0013832757134747433,0.472037791,2847223856
51,0.0012095442047565612,0.0013839381524860968,0.479324167,2303218464
45,0.0019451197240051208,0.0013789849062023666,0.506594791,1844013920
41,0.001804894565269084,0.001380174878264876,0.218381666,1544810960
39,0.0026575997423808066,0.0013830674153334135,0.424261667,1405609584
35,0.0009632998372759078,0.001384429842768187,0.220957291,1162407184
33,0.0036035080559881573,0.0013790106085097716,0.393253959,1045606032
29,0.0013079794711052541,0.0013823707034440115,0.166308875,836003968
27,0.0036181817505552836,0.0013784155720992257,0.170078042,740003024
25,0.0020873881015761736,0.0013824536816014305,0.4099215,644002080
23,0.0014511874661358416,0.0013805123507517854,0.1604565,560801264
21,0.0014915822990935687,0.0013801855356969325,0.158002334,490400576
19,0.003102469933112266,0.0013778391523095962,0.195377709,419999888
17,0.0012900886713058315,0.0013842964383234974,0.171704625,349599200
15,0.0020860626354256,0.0013881495511070816,0.314464542,290398624
13,0.0012889705040794355,0.0013919233121763186,0.065527833,229598032
11,0.0007281905809536826,0.0013958871714165322,0.055953584,183197584
