N,epsilon,delta,cpu_time,ram_bytes
1001,0.0006622764254361066,0.0006036863541546582,325.707138477,8048944048144
661,0.0001018381587910722,0.0006042085455185578,107.346507144,3517323519248
469,0.0008203590599214088,0.0006031296657286225,45.3194159,1775481778944
349,0.0010676810920706374,0.0006031212515953356,21.771266182,986360990784
271,0.00020932285521154228,0.0006037314754967996,15.247951219,596936601984
217,0.0004280039269526864,0.000603388787272536,10.896027041,384200389680
177,0.0004104171103748997,0.0006034419084048754,9.917679921,256840262640
147,0.0007161643985473486,0.0006028596257181155,7.114221196,178120184160
123,0.0012992130060576967,0.0006021574617582398,5.629927055,125608131840
107,0.0006948511527473327,0.0006030426911323149,5.476901354,95800102160
91,0.0013017027442110516,0.0006021888937423703,4.82534377,69752076240
81,0.0011701634286977666,0.0006021117199031736,4.582508715,55672062240
71,0.001433094008060227,0.0006017422772176776,4.525456225,43096049744
63,0.0022069400806771656,0.0006009688621861886,4.402823716,34312041024
57,0.002031623582282382,0.0006006753620849144,4.328895785,28408035168
51,0.0023158692008572786,0.0006005266684545964,4.146182752,23032029840
45,0.002604348216270439,0.0005997247846885671,3.933812247,18312025168
41,0.0028894437030988697,0.0005993857821183692,3.757128214,15384022272
39,0.0024736742991248147,0.0006001331700357469,3.668747027,13992020896
35,0.003455847222307248,0.0005983999146556634,3.544015643,11496018432
33,0.0031808735336022313,0.000598827710056808,3.486463674,10392017344
29,0.0033342188205686477,0.0005986296663312304,3.449072606,8232015216
27,0.0036419189394342197,0.0005980000717444096,3.343505985,7272014272
25,0.004332295250721416,0.0005969018003818266,3.288785081,6376013392
23,0.0047055506537657865,0.0005963615231016917,3.256802593,5544012576
21,0.004928074937010945,0.0005958742477181903,3.183927745,4776011824
19,0.005220949196138253,0.0005953298306791724,3.174227318,4072011136
17,0.005326197321419506,0.0005951515408728379,2.971087807,3432010512
15,0.005875248575036104,0.0005942849591127009,3.18322668,2904010000
13,0.005687337141141844,0.0005945283736660821,2.880078356,2296009408
11,0.00661703879976583,0.0005929520449980763,2.675501402,1832008960
