v,chi_mc,chi_mc_err,chi_ni
0.010000000000000002,0.0049428181877522095,0.007063657440446252,5.920123684715005e-13
0.01373823795883263,0.005325435582116396,0.007037069807592525,1.517496194023999e-8
0.018873918221350976,-0.008323118369156255,0.0071049696116130805,1.0304797964318203e-5
0.02592943797404667,0.0012105634805286084,0.007028153185740972,0.0005362618234152124
0.035622478902624426,0.010855515569089756,0.007140449458502216,0.005500303978689218
0.04893900918477494,0.012305387510167711,0.007020957494554442,0.020245166887624275
0.06723357536499339,0.06837298456230997,0.007043970248311444,0.042278285258505556
0.09236708571873861,0.08086504811946361,0.006990930090768329,0.06350559236682346
0.12689610031679222,0.09297931916082453,0.006923122962493438,0.07925011568502918
0.17433288221999882,0.0852456409466778,0.006957116740905132,0.08952967388223233
0.23950266199874853,0.08050579608673983,0.007010897151346508,0.09549732336938625
0.3290344562312668,0.09493225371631533,0.006949462261261255,0.09905866388141386
0.4520353656360243,0.11330586910626268,0.006979444932911842,0.1009479702216854
0.6210169418915615,0.10450189387193606,0.006940865958799886,0.101566872201442
0.8531678524172809,0.1012956643195587,0.006897242103009928,0.10253409910779342
1.1721022975334803,0.09682075718061708,0.00694567956881301,0.10290501006096842
1.6102620275609394,0.12152283126854826,0.0069355936057855375,0.10314573474868735
2.2122162910704493,0.0975029336041948,0.00690396844904392,0.10328363404968824
3.0391953823131974,0.09286313556925412,0.006877801940371065,0.1034814889870256
4.1753189365604015,0.1101866376758265,0.00686378991091886,0.1037817829270338
5.736152510448679,0.1119940039278089,0.006788187883302887,0.1033402866189492
7.880462815669913,0.0929276209009136,0.006918279578073997,0.10411735414700489
10.826367338740546,0.09884165154639749,0.0068184542687363126,0.10408112231378182
14.87352107293511,0.09629963958288046,0.0068489240828475285,0.10325974323967042
20.433597178569418,0.0974320633242735,0.006973237052626366,0.10286990032025073
28.072162039411772,0.10976317459065434,0.006867507629846034,0.10404402349277804
38.56620421163472,0.09803967818143293,0.006866471823747833,0.10390756341645986
52.98316906283707,0.1311330135722412,0.006878460824195924,0.1045375822571741
72.7895384398315,0.11838704862080622,0.0067826007937924334,0.10300744569361331
100.0,0.12466716410312065,0.006988272778362945,0.1033400406753981
