v,chi_ni
0.010000000000000002,0.7286035081195117
0.01373823795883263,0.7776690692032066
0.018873918221350976,0.8224436152823831
0.02592943797404667,0.8295219197704853
0.035622478902624426,0.8804340141836308
0.04893900918477494,0.9188430103728698
0.06723357536499339,0.9414803666873994
0.09236708571873861,0.9604256153771935
0.12689610031679222,0.9711014938826702
0.17433288221999882,0.9789234786653824
0.23950266199874853,0.9837023861506358
0.3290344562312668,0.986589949935083
0.4520353656360243,0.9882229203740777
0.6210169418915615,0.9891977929738098
0.8531678524172809,0.9897384820471902
1.1721022975334803,0.9900299318824114
1.6102620275609394,0.9901906268885278
2.2122162910704493,0.9902683662316885
3.0391953823131974,0.9903144703207006
4.1753189365604015,0.9903415269156917
5.736152510448679,0.9903524146396784
7.880462815669913,0.9903641995784592
10.826367338740546,0.9903678567704265
14.87352107293511,0.9903704890107169
20.433597178569418,0.9903715236732259
28.072162039411772,0.9903741100993948
38.56620421163472,0.9903748847889385
52.98316906283707,0.9903685120268884
72.7895384398315,0.9903758202253682
100.0,0.9903777001607305
